Wall time,Step,Value
1520422952.0503352,221,18.721860885620117
1520423024.733147,222,18.74979019165039
1520423096.1666353,223,18.77424430847168
1520423168.5428588,224,18.6597843170166
1520423240.6169739,225,18.67375373840332
1520423312.4520967,226,18.633575439453125
1520423384.714866,227,18.590057373046875
1520423457.4313543,228,18.611251831054688
1520423528.1880913,229,18.619234085083008
1520423599.2840357,230,18.642505645751953
1520423671.8415809,231,18.632322311401367
1520423744.0211203,232,18.757957458496094
1520423814.5051253,233,18.65411376953125
1520423886.5757272,234,18.65630531311035
1520423957.8460631,235,18.59577751159668
1520424028.543572,236,18.62701988220215
1520424100.066295,237,18.614442825317383
1520424172.6555235,238,18.62587547302246
1520424243.743139,239,18.60202407836914
1520424316.1681745,240,18.59454917907715
1520424386.9294465,241,18.671672821044922
1520424458.4229295,242,18.528446197509766
1520424531.0010793,243,18.5369873046875
1520424602.7712898,244,18.49905014038086
1520424674.400076,245,18.53044891357422
1520424747.8820703,246,18.498973846435547
1520424820.3896925,247,18.55390739440918
1520424893.4680574,248,18.59345054626465
1520424965.926527,249,18.539949417114258
1520425039.2855833,250,18.64374542236328
1520425112.1658359,251,18.602800369262695
1520425184.4258146,252,18.523460388183594
1520425255.5737832,253,18.552600860595703
1520425328.5126617,254,18.545583724975586
1520425399.6857042,255,18.571542739868164
1520425470.9830158,256,18.634328842163086
1520425543.0690546,257,18.616796493530273
1520425615.6765153,258,18.52044105529785
1520425688.5881927,259,18.50423240661621
1520425762.3336504,260,18.391939163208008
1520425835.6755567,261,18.464962005615234
1520425909.2780447,262,18.511995315551758
1520425980.8283105,263,18.544631958007812
1520426053.7616196,264,18.562519073486328
1520426124.9258673,265,18.57160758972168
1520426196.5874665,266,18.417207717895508
1520426269.6541028,267,18.519678115844727
1520426342.8573198,268,18.530813217163086
1520426414.4944863,269,18.455921173095703
1520426486.8634145,270,18.504629135131836
1520426558.7374332,271,18.5096435546875
1520426631.6509771,272,18.420419692993164
1520426704.9526691,273,18.49989891052246
1520426777.3408587,274,18.441038131713867
1520426849.980758,275,18.43281364440918
1520426922.6857107,276,18.49109649658203
1520426995.0083168,277,18.621688842773438
1520427067.977002,278,18.431570053100586
1520427140.8839223,279,18.442903518676758
1520427212.6852138,280,18.403554916381836
1520427283.513838,281,18.419239044189453
1520427356.689921,282,18.51141929626465
1520427427.9030113,283,18.4188232421875
1520427498.4916532,284,18.451356887817383
1520427571.2244153,285,18.35939598083496
1520427645.6943004,286,18.50570297241211
1520427718.9715755,287,18.549659729003906
1520427790.9122033,288,18.471378326416016
1520427862.6154892,289,18.45827865600586
1520427934.571866,290,18.383359909057617
1520428006.9074137,291,18.40237045288086
1520428078.812295,292,18.351436614990234
1520428152.4193769,293,18.393463134765625
1520428225.9080944,294,18.58823013305664
1520428299.7144704,295,18.540264129638672
1520428371.7536373,296,18.358121871948242
1520428445.455711,297,18.398801803588867
1520428519.240103,298,18.459230422973633
1520428591.473447,299,18.31166648864746
